xx,xxx,xx,0,xx
404,BRAZO REG. CROM. 25 CM         ,PZ,62.00,16002
405,BRAZO REG. CROM. 30 CM         ,PZ,82.00,16003
406,BRAZO REG. CROM. 40 CM         ,PZ,0.00,16004
407,CASQUILLO FREG. MTL. C/ROS. 10 CM    ,PZ,32.00,16005
408,CASQUILLO FREG. MTL. C/ROS. 15 CM    ,PZ,63.00,16006
409,CASQUILLO FREG. MTL. C/ROS. 20 CM    ,PZ,92.00,16007
410,CASQUILLO FREG. MTL. C/ROS. 10 CM    ,PZ,0.00,16008
411,CASQUILLO FREG. MTL. BOQ. 10 CM     ,PZ,31.90,16009
412,CASQUILLO FREG. MTL. BOQ. 15 CM     ,PZ,63.00,16010
413,CASQUILLO FREG. MTL. BOQ. 20 CM     ,PZ,92.00,16011
414,CASQUILLO LAVB. MTL. C/ROS 10 CM    ,PZ,30.00,16012
415,CASQUILLO LAVB. MTL. C/ROS 15 CM    ,PZ,45.00,16013
416,CASQUILLO LAVB. MTL. C/ROS 20 CM    ,PZ,56.00,16014
417,CASQUILLO LAVB. MTL. C/ROS 25 CM    ,PZ,74.00,16015
418,CASQUILLO LAVB. MTL. C/ROS 30 CM    ,PZ,86.00,16016
419,CASQUILLO LAVB. MTL. BOQ. 10 CM     ,PZ,30.00,16017
420,CASQUILLO LAVB. MTL. BOQ. 15 CM     ,PZ,45.00,16018
421,CASQUILLO LAVB. MTL. BOQ. 20 CM     ,PZ,56.00,16019
422,CASQUILLO LAVB. MTL. BOQU. 25 CM    ,PZ,74.00,16020
423,CASQUILLO LAVB. MTL. BOQU. 30 CM    ,PZ,86.00,16021
424,CASQUILLO LAVB. PLAS. BOQ. 15 CM    ,PZ,11.00,16022
425,CASQUILLO LAVB. PLAS. BOQ. 20 CM    ,PZ,11.00,16023
426,CASQUILLO LAVB. PLAS. BOQ. 25 CM    ,PZ,0.00,16024
427,CASQUILLO FREG. PLAS. BOQ. 15 CM    ,PZ,11.00,16025
428,CASQUILLO FREG. PLAS. BOQ. 20 CM    ,PZ,13.00,16026
429,CESPOL METAL. LVB. URREA        ,PZ,485.12,16027
430,CESPOL METAL. LVB. DICA         ,PZ,286.00,16028
431,CESPOL PLAS. FLEX. LVB.         ,PZ,485.00,16029
432,CESPOL PLAS. RIGI. LVB.         ,PZ,0.01,16030
433,CESPOL PLAS. FLEX. C/ARO LVB.      ,PZ,47.00,16031
434,CESPOL PLAS. FLEX. FREG.        ,PZ,39.00,16032
435,CESPOL PLAS. FLEX. FREG.C/ARO CORRIDO  ,PZ,49.00,16033
436,CESPOL PLAS. FLEX. DOBLE TARJA     ,PZ,52.00,16034
437,CESPOL PLAS. FLEX. C/CONTRA CANASTA FREG.,PZ,103.00,16035
438,EXTEN. CESPOL FREG. O LAVB.       ,PZ,37.00,16036
439,CUELLO GANZO P/FREG.          ,PZ,158.00,16037
440,CUELLO T/BASTON P/FREG.         ,PZ,155.00,16038
441,CONECTOR PVC MACHO ESPIGA 1      ,PZ,22.01,16039
442,CONECTOR PLAS. P/MANG. 1/2 ESPIG    ,PZ,20.00,16040
443,CONECTOR BRO. P/MANG. 1/2H       ,PZ,11.99,16041
444,CONECTOR BRO. P/MANG. 1/2M       ,PZ,26.00,16042
445,CONECTOR BRO. P/MANG. 3/4H       ,PZ,21.00,16043
446,CONECTOR BRO. P/MANG. 3/4M       ,PZ,23.00,16044
447,CONTRAC. CANASTA DICA          ,PZ,112.00,16045
448,CONTRAC. CANASTA LANZAMATIC       ,PZ,223.00,16046
449,CONTRAC. CANASTA PLASTICO        ,PZ,39.00,16047
450,CONTRAC. CANASTA FANTANERY       ,PZ,39.00,16048
451,MANGUERA FLEX. MONOMANDO        ,PZ,52.00,16049
452,MANGUERA COFLEX. LVB.          ,PZ,67.00,16050
453,MANGUERA COFLEX FREG          ,PZ,86.00,16051
454,MANGUERA COFLEX. WC.          ,PZ,78.00,16052
455,MANGUERA FLEX. LVB. ECO.        ,PZ,25.00,16053
456,MANGUERA FLEX. FREG. ECO.        ,PZ,0.00,16054
457,MANGUERA FLEX. WC ECO.         ,PZ,0.00,16055
458,MANERALES LVB. URREA          ,PZ,56.00,16056
459,MANERALES REG. URRE QG         ,PZ,176.00,16057
460,MANERALES FREG. URREA QG        ,PZ,85.00,16058
461,MEZCLADORA FRG. URREA          ,PZ,1020.00,16059
462,MEZCLADORA FRG. DICA          ,PZ,320.00,16060
463,MEZCLADORA LVB. URREA          ,PZ,658.00,16061
464,MEZCLADORA LVB. DICA          ,PZ,382.00,16062
465,VAL ANGL BARR 1/2 NACOB        ,PZ,89.00,16063
466,VAL. ANGL. ROS. 1/2 NACOB.       ,PZ,89.00,16064
467,VAL. COMP. ROS. 1/2 URREA       ,PZ,208.00,16065
468,VAL. COMP. ROS. 1/2 DICA        ,PZ,82.00,16066
469,VAL. COMP. ROS 3/4 URREA        ,PZ,228.00,16067
470,VAL. COMP. ROS. 3/4 DICA        ,PZ,173.00,16068
471,VAL. COMP. ROS. 1 URREA        ,PZ,248.00,16069
472,VAL. COMP. ROS. 1 1/4 URREA      ,PZ,455.00,16070
473,VAL. COMP. SOL. 1/2 URREA       ,PZ,170.00,16071
474,VAL. COMP. SOL. 1/2 DICA        ,PZ,84.00,16072
475,VAL. COMP. SOL. 3/4 URREA       ,PZ,170.00,16073
476,VAL. COMP. SOL. 3/4 NACO       ,PZ,122.99,16074
477,VAL. COMP. SOL. 1 URREA        ,PZ,248.00,16075
478,VAL. COMP. SOL. 1 1/4 URREA      ,PZ,455.00,16076
479,VAL ESFE ROS 1/2 NACOB         ,PZ,125.00,16077
480,VAL. ESFE. ROS. 1/2 URREA       ,PZ,136.00,16078
481,VAL. ESFE. ROS. 3/4 NACOB       ,PZ,98.00,16079
482,VAL. ESFE. ROS. 3/4 URREA        ,PZ,173.00,16080
483,VAL. ESFE. ROS. 1 NACOB.        ,PZ,280.00,16081
484,VAL. ESFE. SOL. 1/2 NACOB       ,PZ,112.00,16082
485,VAL. ESFE. SOL. 1/2 URREA       ,PZ,0.00,16083
486,VAL. ESFE. SOL. 3/4 NACOB        ,PZ,154.00,16084
487,VAL. ESFE. SOL. 3/4 URREA       ,PZ,105.00,16085
488,VAL. ESFE. SOL. 1 NACOB        ,PZ,0.00,16086
489,VAL GLOB ROS 1/2 URREA 65.13      ,PZ,198.00,16087
490,VAL. GLOB. SOL. 1/2 URREA 765     ,PZ,117.00,16088
491,VAL. NARÍZ LISA 1/2          ,PZ,0.00,16089
492,VAL. NARIZ C ROS 1/2 in         ,PZ,96.00,16090
493,VAL. NARÍZ CROM. LISA 1/2       ,PZ,105.00,16091
494,VAL. NARÍZ ESFERA DE 1/2        ,PZ,184.00,16092
495,VAL. NARÍZ PLASTICO 1/2        ,PZ,28.00,16093
496,VAL. NARÍZ ROS. ECO. 1/2        ,PZ,55.00,16094
497,VAL. NARÍZ ROS. 4019.13 1/2      ,PZ,112.00,16095
498,VAL. NARÍZ ROS. 4119          ,PZ,76.00,16096
499,VAL NARIZ ROS URREA 1/2         ,PZ,171.00,16097
500,VAL PIE 3 4 PICHANCHA DICA       ,PZ,109.01,16098
501,VAL. PÍE 1 PICHANCHA DICA       ,PZ,120.00,16099
502,VAL. PÍE 1 1/4 PICHANCHA DICA     ,PZ,127.99,16100
503,VAL. PÍE 1 1/2 PICHANCHA DICA     ,PZ,195.09,16101
504,VAL. NARÍZ 3/4  ,PZ,86.00,16103
505,VAL. ALIMENTACION WC PLAS        ,PZ,39.00,16104
506,VAL. ALIMENTACION WC URREA       ,PZ,369.00,16105
507,VAL. ALIMENTACION WC DICA        ,PZ,259.00,16106
508,VAL. WC PLAS. ELPRO,PZ,49.00,16107
509,VAL. ALIMENTACION WC PLAS. FAMA     ,PZ,55.00,16108
510,VALV PARA TQE ALTO 1/2 URREA      ,PZ,248.99,16109
511,VALV. P/TQE. ALTO 1/2 FOSET       ,PZ,142.00,16110
512,VALV. P/TQE. ALTO PLASTICA DE 1/2    ,PZ,84.00,16111
513,VALV. P/TQE. ALTO 3/4 URREA      ,PZ,0.00,16112
514,VALV. P/TQE. ALTO 3/4 DICA       ,PZ,0.00,16113
515,VALV. P/TQE. ALTO 3/4         ,PZ,0.00,16114
516,TRAMPA ALBATROS FREGADERO 1 1/2    ,PZ,45.00,16115
517,TRAMPA ALBATROS P/LAVABO 1 1/4     ,PZ,32.00,16116
518,VALVULA CHECK 1/2 ,PZ,98.00,16117
519,VALVULA CHECK 3/4 ,PZ,0.00,16118
520,LLAVE P/EMPOTRAR JGO SOLD REG 1/2 URREA 652          ,PZ,0.00,16119
521,CONTRA P/LAVABO PVC,PZ,23.00,16120
522,JGO ENSAMBE P/REGADERA         ,PZ,308.00,16121
523,LLAVE INDIVIDUAL P/LAVAVBO URREA    ,PZ,280.00,16122
524,JUEGO DE LLAVES INDIVIDUALES P/LAVABO  ,PZ,560.00,16123
525,CONTRA LAVADERO PLAS. JGO. 1 1/2    ,PZ,6.99,16124
526,CONTRA LAVADERO PLAS. JGO. 2      ,PZ,8.50,16125
527,MANERAL IND. REG. URREA QG       ,PZ,88.00,16127
528,MANERALES JGO. P/VALV. URREA      ,PZ,284.00,16128
529,JGO LLAVE MEZCLADORA P/LAV URREA    ,PZ,597.01,16129
530,ARBOL P/LLAVE DE MEZCLA. URREA     ,PZ,64.99,16130
531,ARBOL P/REG. RUGO ,PZ,55.00,16131
532,ARBOL P/REG. NIBCO LARG.        ,PZ,101.00,16132
533,ARBOL FREGADERO 2019          ,PZ,57.01,16133
534,ARBOL P/LAVABO RUGO 2028        ,PZ,54.00,16134
535,ARBOL P/FREGADERO CH.          ,PZ,42.00,16135
536,ARBOL P/FREGADERO MED.         ,PZ,0.00,16136
537,ARBOL P/FREGADERO LARGO         ,PZ,35.00,16137
538,ARBOL P/FREGADERO HELVEX        ,PZ,98.00,16138
539,ARBOL P/LLAVE LAVABO DICA        ,PZ,42.00,16139
540,EMPAQUE O'RING ESTA.          ,PZ,2.00,16140
541,EMPAQUE O.RING 1/2,PZ,2.00,16141
542,EMPAQUE O'RING P/GANZO         ,PZ,1.50,16142
543,JGO. CONECTORES LATON 1/2 P/MANG.   ,PZ,26.00,16143
544,VALVULA ALIMENTANCION P WC BRONCE URREA ,PZ,604.00,16144
545,VALVULA DESDCARGA PLAS. WC       ,PZ,27.00,16145
546,VALVULA DESCARGA P/WC PLAS. 3     ,PZ,67.00,16146
547,VALVULA ALIMENTACION P WC PLAS     ,PZ,40.99,16147
548,LLAVE INDIVIDUAL P/FREGADERO LISA    ,PZ,122.99,16148
549,MANGUERA COFLEX P/GAS 60 cm NACO    ,PZ,93.00,16150
550,MANG. COFLEX AGUA P/CALENTADOR 1/2 x1/2 x 60 cms       ,PZ,175.00,16153
551,MANG. COFLEX AGUA P/BOILER1/2X1/2X 40 cms,PZ,132.00,16154
552,MANG. COFLEX AGUA P/BOILER 3/4X3/4X60CM ,PZ,0.00,16155
553,MANG.COFLEX AGUA P/BOLIER 3/4X3/4X80CM ,PZ,162.01,16156
554,COPLE INSERCION BRONCE 1/2       ,PZ,17.01,16157
555,REBOZADERO DE 2 PLASTICO        ,PZ,27.00,16158
556,MANERALES REG. DICA,PZ,156.00,16160
557,MEZCALDORA P/LAV. PLASTICO       ,PZ,148.00,16161
558,PORTA ROLLO TUBITO,PZ,6.00,16163
559,MANERAL EN L DE 1/2         ,PZ,119.00,16164
560,BRAZO CORTO P/REGADERA         ,PZ,40.99,16165
561,VALV. FLUIDMASTER P/ WC         ,PZ,115.00,16170
562,VALV P/GAS BARRIL 1/2          ,PZ,98.00,16171
563,TERMOSTATO P/BOILER IUSATROL      ,PZ,402.00,16180
564,JGO LLAVE MEZCLADORA P/FREG DICA    ,PZ,692.00,16181
565,JGO LLAVE MEZCLADORA P/FREG URREA    ,PZ,975.00,16182
566,JGO LLAVE MEZCLADORA P/LAV DICA     ,PZ,417.00,16183
567,CONECTOR P/MANG. PLAS M         ,PZ,14.00,16190
568,CONECTOR P/MANG. PLAS. H        ,PZ,13.99,16191
569,MANGUERA COFLEX 3/4 X 60 CMS      ,PZ,112.00,16194
570,VALVULA VERTICAL 1/2          ,PZ,83.00,16195
571,VAL GLOBO ROS 1/2 DICA         ,PZ,119.00,16196
572,MANERAL C/CHAPETON,PZ,80.01,16198
573,PALANCA P/ WC FRONTAL         ,PZ,19.69,16997
574,SAPO P/WC COFLEX ,PZ,48.00,16998
575,SAPO P/WC FLUIDMASTER          ,PZ,47.00,16999
576,PALANCA P/WC RUGO ,PZ,32.00,17000
577,ADAPTADOR HUL. 40 32          ,PZ,5.00,17001
578,ADAPTADOR HUL. 50-32          ,PZ,6.00,17002
579,ADAPTADOR HUL. 50-40          ,PZ,6.00,17003
580,CINTA TEFLON 1/2 ,PZ,5.00,17004
581,CINTA TEFLON 3/4 ,PZ,6.99,17005
582,EMPAQUE CÓNICO  ,PZ,6.00,17006
583,EMPAQUE T/CAZUELA SUAVE O RIJIDO    ,PZ,14.00,17007
584,EMPAQUE T/CAZUELA N.3          ,PZ,16.99,17008
585,FLOTADOR WC PLAST.,PZ,26.00,17009
586,FLOTADOR WC PLOLIEST.          ,PZ,22.01,17010
587,FLOTADOR WC COBRE ,PZ,57.00,17011
588,FLOTADOR PARA TINACO PLAT        ,PZ,42.00,17012
589,FLOTADOR TNC. POLIEST.         ,PZ,38.00,17013
590,FLOTADOR TNC. ROTOPLAS         ,PZ,32.00,17014
591,FLOTADOR PLAST. NEGRO          ,PZ,11.00,17015
592,FLOTADOR WC ROTOPLAST          ,PZ,34.00,17016
593,HERRAJES DICA P/WC,PZ,103.00,17017
594,HERRAJES FLUIDMASTER          ,PZ,301.99,17018
595,HERRAJES OTS WC  ,PZ,115.00,17019
596,JUNTA WC BG    ,PZ,37.00,17020
597,JUNTA WC CON GUIA ,PZ,37.00,17021
598,PASTA P/SOLDAR 2000 100G        ,PZ,25.00,17022
599,PASTA P/SOLDAR SILER 75G        ,PZ,45.00,17023
600,PASTA P/SOLDAR SILER 250G        ,PZ,42.00,17024
601,PEGAMENTO PVC TUB. 60G         ,PZ,35.99,17025
602,PEGAMENTO PVC BOTE 85G         ,PZ,68.00,17026
603,PEGAMENTO PVC BOTE 150G         ,PZ,90.96,17027
604,PEGAMENTO CPVC TUB 50G         ,PZ,35.00,17028
605,PEGAMENTO CPVC BOTE 90G         ,PZ,43.00,17029
606,PEGAMENTO CPVC BOTE 145G        ,PZ,52.00,17030
607,PERA PERF. OTR.  ,PZ,15.00,17031
608,PERA PERF. RUGO  ,PZ,15.00,17032
609,PERA PERF. ZAKANY ,PZ,15.00,17033
610,REBOZADERO WC PLAST. G5         ,PZ,27.00,17034
611,REBOZADERO WC DICA,PZ,0.00,17035
612,REBOZADERO WC BRO.DICA         ,PZ,155.00,17036
613,REBOZADERO WC BRO. URRE         ,PZ,220.01,17037
614,REBOZADERO WC N.3 ,PZ,86.00,17038
615,REGADERA 295B   ,PZ,205.00,17039
616,REGADERA 3001B  ,PZ,195.01,17040
617,REGADERA DICA 3003B PLASTICA      ,PZ,52.00,17041
618,REGADERA 4504B  ,PZ,126.00,17042
619,REJILLA BRNC. 4 3H,PZ,97.00,17043
620,REJILLA ALUM. 4 3H,PZ,28.00,17044
621,REJILLA PLAS. 4 3H,PZ,10.00,17045
622,REJILLA BRNC. 1/2G 4          ,PZ,0.00,17046
623,REJILLA BRNC. C/ROS. 4         ,PZ,98.00,17047
624,REJILLA BRNC. 3 3H,PZ,0.00,17048
625,REJILLA ALUM. 3 3H,PZ,20.00,17049
626,REJILLA PLAS. 3 3H,PZ,0.00,17050
627,REJILLA BRNC. 2 3H,PZ,0.00,17051
628,REJILLA ALUM. 2 3H,PZ,0.00,17052
629,SAPO BCO. MASTER ,PZ,23.00,17053
630,SAPO FLAPPER UNIVERSAL         ,PZ,47.00,17054
631,SAPO FILPRO FLAP JACK          ,PZ,38.00,17055
632,SAPO NEGRO P/WC  ,PZ,20.00,17056
633,SAPO YUMBO N.3  ,PZ,62.00,17057
634,SELLADOR P ROS SILER 125G        ,PZ,37.84,17058
635,SOLDADURA 50/50 CARR.          ,PZ,317.00,17059
636,SOLDADURA 50 50 MT,PZ,90.00,17060
637,SOLDADURA 95/5 CARR.          ,PZ,590.00,17061
638,SOLDADURA 95/5 mtro.          ,PZ,120.00,17062
639,SOLDADURA 60/40 CARR.          ,PZ,280.00,17063
640,SOLDADURA 60/40 1M,PZ,11.99,17064
641,SOPORTE P/LAVB. LAMINA         ,PZ,3.00,17065
642,SOPORTE P/LVB. FIERRO          ,PZ,8.00,17066
643,SOPORTE P/LVB. T/UNV.          ,PZ,35.99,17067
644,VARI. GALV. P/FLOTADOR 15        ,PZ,5.00,17068
645,VARI. GALV. P/FLOTADOR 23        ,PZ,11.99,17069
646,VARI. GALV. P/FLOTADOR 28        ,PZ,13.00,17070
647,VARI. COB. P/FLOTADOR 15        ,PZ,17.01,17071
648,VARI. COB. P/FLOTADOR 23        ,PZ,27.00,17072
649,VARI. COB. P/FLOTADOR 28        ,PZ,26.00,17073
650,CAJA CHALUPA 1/2 ,PZ,6.00,17074
651,CAJA REGISTRO 1/2,PZ,5.00,17075
652,CAJA REGISTRO 3/4,PZ,9.50,17076
653,CAJA REGISTRO 1 ,PZ,11.99,17077
654,CHAPA PLAS. EMP 1/2,PZ,6.00,17078
655,CHAPA PLAS. SOB 1/2,PZ,9.00,17079
656,TAPA GALV. 1/2  ,PZ,5.13,17080
657,TAPA GALV. 3/4  ,PZ,5.00,17081
658,TAPA GALV. 1  ,PZ,6.00,17082
659,INTERRUPTOR SEG 2x30 IGESA       ,PZ,172.00,17083
660,INTERRUPTOR SEG. 3x30 ROYER       ,PZ,238.00,17084
661,INTERRUPTOR SEG 2x30 ROYER       ,PZ,122.00,17085
662,INTERRUPTOR CUCHILLA DE 2 POLOS     ,PZ,31.00,17086
663,INTERRUPTOR CUCHILLA UN POLO      ,PZ,21.00,17087
664,INTER. PALANCA 2 TORNILLOS 10 AMP    ,PZ,14.00,17088
665,INTER. PALANCA 4 TORNILLOS 20 AMP    ,PZ,17.01,17089
666,INTER. PALANCA 6 TORNILLOS 20 AMP    ,PZ,17.01,17090
667,INTER. C/FOCO 3 PATAS          ,PZ,16.00,17091
668,INTERRUPTOR 3 TOR. 3 PASOS       ,PZ,19.00,17092
669,INTERRUPTOR ROYER ,PZ,14.00,17093
670,INTERRUPTOR PASO ECO.          ,PZ,13.00,17094
671,INTERRUPTOR TERM. SQD 10        ,PZ,113.00,17095
672,INTERRUPTOR TERM. SQD 15        ,PZ,158.00,17096
673,INTERRUPTOR TERM. SQD 20        ,PZ,188.00,17097
674,INTERRUPTOR TERM. SQD 25        ,PZ,113.00,17098
675,INTERRUPTOR TERM. SQD 30        ,PZ,188.00,17099
676,INTERRUPTOR TERM. BTICINO 20      ,PZ,98.99,17100
677,INTERRUPTOR TERM LED. 10        ,PZ,55.00,17101
678,INTERRUPTOR TERM LED. 15        ,PZ,55.00,17102
679,INTERRUPTOR TERM LED. 20        ,PZ,90.00,17103
680,INTERRUPTOR TERM LED. 25        ,PZ,0.00,17104
681,INTERRUPTOR TERM LED. 30        ,PZ,55.00,17105
682,INTERRUPTOR TERM LED. 40        ,PZ,60.00,17106
683,INTERRUPTOR TERM ECO. 10        ,PZ,42.00,17107
684,INTERRUPTOR TERM ECO. 15        ,PZ,64.99,17108
685,INTERRUPTOR TERM ECO. 20        ,PZ,42.00,17109
686,INTERRUPTOR TERM ECO. 25        ,PZ,0.00,17110
687,INTERRUPTOR TERM ECO. 30        ,PZ,90.00,17111
688,INTERRUPTOR TERM. 40 A         ,PZ,140.00,17112
689,CENTRO DE CARGA 1v EMP.         ,PZ,63.00,17113
690,CENTRO DE CARGA 2v EMP. ICESA      ,PZ,52.00,17114
691,CENTRO DE CARGA 4v EMP. ICESA      ,PZ,175.00,17115
692,CENTRO DE CARGA 2v SOBREPONER ICESA   ,PZ,89.00,17116
693,APAGADOR SOBREPONER TIPO UNIV      ,PZ,13.00,17117
694,APAGADOR ECO. COLGANTE         ,PZ,14.00,17118
695,APAGADOR ECO. EST.,PZ,18.00,17119
696,APAGADOR ESCALERA ECO.         ,PZ,11.99,17120
697,APAGADOR MODUS  ,PZ,48.00,17121
698,APAGADOR QÑO   ,PZ,67.00,17122
699,APAGADOR ESCALERA MODUS         ,PZ,32.00,17123
700,APAGADOR ESCALERA QÑO          ,PZ,42.00,17124
701,APAGADOR MODUS NVO,PZ,26.00,17125
702,BOTON TIMBRE ROYER EMP         ,PZ,18.00,17126
703,BOTON TIMBRE ROYER SOB         ,PZ,25.00,17127
704,BOTON TIMBRE ECO. OMBLIGO        ,PZ,11.99,17128
705,BOTON TIMBRE QÑO ,PZ,42.00,17129
706,CONTACTO SOBREPONER ECO         ,PZ,10.00,17130
707,CONTACTO EMP ECO TAMSA         ,PZ,6.00,17131
708,CONTACTO EMP MODUS,PZ,48.00,17132
709,CONTACTO EMP QÑO ,PZ,35.99,17133
710,CONTACTO BC M   ,PZ,5.00,17134
711,CONTACTO PORCELANA IUSA         ,PZ,11.99,17135
712,CONTACTO DUPEX EMP VOLTEC        ,PZ,22.01,17136
713,CONTACTO DUPLEX POLARIZADO SOBRE.    ,PZ,22.01,17137
714,CONTACTO DUPLEX IRROMPIBLE       ,PZ,16.99,17138
715,CONTACTO TRIPLE/EXT.          ,PZ,10.00,17139
716,CONTACTO TRIPLE C/PATAS         ,PZ,10.00,17140
717,CONTACTO CON APAGADOR          ,PZ,28.00,17141
718,JGO. BASES SLIM  ,PZ,11.99,17142
719,SOCKET 7 1/2 PLASTICO          ,PZ,3.50,17143
720,SOCKET 7 1/2 PORCELANA         ,PZ,6.00,17144
721,SOCKET P/PILAS 7 1/2          ,PZ,3.00,17145
722,SOCKET C/APAGADOR STD          ,PZ,22.01,17146
723,SOCKET P/INTEMPERIE,PZ,17.01,17147
724,SOCKET STD. IUSA ,PZ,11.99,17148
725,SOCKET LADRON STD.,PZ,15.00,17149
726,SOCKET LADRON CON CADENA        ,PZ,21.99,17150
727,SOCKET STD. BLANCO,PZ,8.00,17151
728,SOCKET REDONDO PLAS. 1/2        ,PZ,8.00,17152
729,SOCKET REDONDO PORCE 1/2        ,PZ,16.00,17153
730,SOCKET REDONDO PLAS. 3/4        ,PZ,10.00,17154
731,SOCKET REDONDO PORCE 3/4        ,PZ,19.00,17155
732,SOCKET OVAL QÑO  ,PZ,16.00,17156
733,TAPA CIEGA PLASTICO,PZ,11.00,17157
734,TAPA CIEGA ALUMINIO TAMSA        ,PZ,11.99,17158
735,PLACA 1v ECO TAMSA,PZ,10.00,17159
736,PLACA 2v ECO TAMSA,PZ,10.00,17160
737,PLACA 3v ECO TAMSA,PZ,10.00,17161
738,TAPA CIEGA MODUS ,PZ,25.00,17162
739,TAPA 1v MODUS   ,PZ,40.00,17163
740,TAPA 2v MODUS   ,PZ,43.00,17164
741,TAPA 3v MODUS   ,PZ,40.00,17165
742,TAPA 1v QÑO    ,PZ,38.00,17166
743,TAPA 2v QÑO    ,PZ,38.00,17167
744,TAPA 3v QÑO    ,PZ,38.00,17168
745,TAPA 1v ROYER   ,PZ,13.00,17169
746,TAPA 2v ROYER   ,PZ,13.00,17170
747,TAPA 3v ROYER   ,PZ,11.99,17171
748,TAPA ALUMINIO DUPLEX VOLTEC       ,PZ,46.01,17172
749,TAPA ALUMINIO DUPLEX CON PROTIEL.    ,PZ,55.00,17173
750,TAPA DUPLEX ALUM ,PZ,8.00,17174
751,TAPA DUPLEX PLAS. ,PZ,8.00,17175
752,CONTACTO INDS. COLG,PZ,25.00,17176
753,CLAVIJA INDS COLGANTE          ,PZ,21.99,17177
754,CONTACTO STD. ECO.,PZ,10.00,17178
755,CLAVIJA BLIND. ECO.,PZ,23.00,17179
756,SUJETADOR DE CABLE 1/2         ,PZ,9.00,17180
757,CARTUCHO FUSIBLE 30 CLASIC       ,PZ,13.00,17181
758,CARTUCHO FUSIBLE 60 amp DROF      ,PZ,79.00,17182
759,CARTUCHO FUSIBLE 100 amp        ,PZ,127.00,17183
760,CARTUCHO FUSIBLE 30 amp ECO.      ,PZ,11.00,17184
761,LISTON FUSIBLE 30 amp          ,PZ,0.50,17185
762,LISTON FUSIBLE 60 amp          ,PZ,3.00,17186
763,LISTON FUSIBLE 100 amp         ,PZ,3.99,17187
764,FUSIBLE CRISTAL T/ AME 1 amp      ,PZ,2.51,17188
765,FUSIBLE CRISTAL T/ AME 2 amp      ,PZ,2.51,17189
766,FUSIBLE CRISTAL T/ AME 3 amp      ,PZ,2.51,17190
767,FUSIBLE CRISTAL T/ AME 4 amp      ,PZ,2.51,17191
768,FUSIBLE CRISTAL T/ AME 5 amp      ,PZ,2.51,17192
769,FUSIBLE CRISTAL T/ AME 7 amp      ,PZ,2.51,17193
770,FUSIBLE CRISTAL T/ AME 10 amp      ,PZ,2.51,17194
771,FUSIBLE CRISTAL T/ AME 15 amp      ,PZ,2.51,17195
772,FUSIBLE CRISTAL T/ AME 20 amp      ,PZ,2.51,17196
773,FUSIBLE CRISTAL T/ AME 25 amp      ,PZ,2.51,17197
774,FUSIBLE CRISTAL T/ AME 30 amp      ,PZ,2.51,17198
775,FUSIBLE CRSITAL T/EUR 1 amp       ,PZ,2.51,17199
776,FUSIBLE CRSITAL T/EUR 2 amp       ,PZ,2.51,17200
777,FUSIBLE CRSITAL T/EUR 3 amp       ,PZ,2.51,17201
778,FUSIBLE CRSITAL T/EUR 5 amp       ,PZ,2.51,17202
779,FUSIBLE CRSITAL T/EUR 10 amp      ,PZ,2.51,17203
780,FUSIBLE CRSITAL T/EUR 15 amp      ,PZ,2.51,17204
781,FOCO 7 1/2 110 v,PZ,4.00,17205
782,FOCO 70 w 110 v ALHOGENO        ,PZ,18.00,17206
783,FOCO 40 w 110v  ,PZ,15.00,17207
784,FOCO P/HORNO O REFRIJERADOR LARGO    ,PZ,13.00,17208
785,FOCO AHR 15 w   ,PZ,29.00,17209
786,FOCO AHR 25 w   ,PZ,49.00,17210
787,FOCO AHR 45 w   ,PZ,80.01,17211
788,FOCO AHR HEL 100W / 65         ,PZ,220.01,17212
789,LAMPARAS TUBO 32 w,PZ,103.99,17213
790,LAMPARAS TUBO 40 w,PZ,52.00,17214
791,FOCO AUTO 53   ,PZ,4.00,17215
792,FOCO AUTO 67   ,PZ,3.00,17216
793,FOCO AUTO 257   ,PZ,0.00,17217
794,FOCO AUTO 158   ,PZ,2.00,17218
795,FOCO AUTO 921   ,PZ,5.50,17219
796,FOCO AUTO 1003  ,PZ,4.50,17220
797,FOCO AUTO 1004  ,PZ,4.50,17221
798,FOCO AUTO 1141  ,PZ,4.50,17222
799,FOCO A 1141 AMBAR ,PZ,4.50,17223
800,FOCO AUTO 1157  ,PZ,4.00,17224
801,FOCO AUTO 1157 AMBAR          ,PZ,4.50,17225
802,FOCO AUTO 1176  ,PZ,5.00,17226
803,FOCO AUTO 3893  ,PZ,0.00,17227
804,FOCO AUTO 3157  ,PZ,15.00,17228
805,FOCO AUTO 3157 AMBAR          ,PZ,16.00,17229
806,FOCO AUTO 2825  ,PZ,0.00,17230
807,EXTENSION C-18 ECO. 2m         ,PZ,32.00,17231
808,EXTENSION C-18 ECO. 3m         ,PZ,42.00,17232
809,EXTENSION C-18 ECO. 4m         ,PZ,34.00,17233
810,EXTENSION C-18 5m,PZ,39.00,17234
811,EXTENSION C-18 6m,PZ,69.00,17235
812,EXTENSION C-18 8m,PZ,56.00,17236
813,EXTENSION C-16 15m,PZ,282.00,17237
814,EXTENSION C-16 2m ,PZ,40.00,17238
815,EXTENSION C-16 3m ,PZ,53.00,17239
816,EXTENSION C-16 4m ,PZ,56.00,17240
817,EXTENSION C-16 5m ,PZ,64.99,17241
